Sampling Distrbution Example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Probability Mass Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sampling Distribution,,,,,,,,,,,,,Central Limit Theorem
,3036,16,12,18,17,16,5,21,15,20,14,14,5,11,8,14,15,14,6,13,9,19,21,17,12,17,5,20,15,6,13,9,9,5,17,10,13,5,10,5,17,,3036,20,6,14,20,11,8,13,11,5,7,13,19,7,5,9,18,7,13,13,7,16,7,21,19,5,7,21,21,20,18,12,5,7,5,9,13,14,6,17,18,12,31.3275641,5.597103188,,,,,,,,,,,
,3037,9,21,18,7,6,8,16,19,21,19,21,10,12,14,8,19,17,19,18,20,19,11,19,8,20,6,20,5,11,13,16,14,10,14,19,15,16,21,5,5,,3037,12,13,18,19,17,20,13,6,15,19,15,14,20,10,6,5,16,17,11,18,9,10,16,19,16,21,13,10,16,12,19,21,14,14,11,21,21,11,14,15,15,18.94294872,4.352349793,,,,,,,,,,,
,3038,20,6,21,8,12,17,5,19,6,10,13,15,13,12,20,16,9,14,11,8,8,5,16,16,19,17,13,12,5,5,19,11,15,7,11,10,16,5,21,19,,3038,11,5,11,19,14,7,11,8,7,10,14,13,19,19,12,10,13,15,20,10,16,9,7,20,19,9,18,8,5,16,8,14,11,13,14,5,9,9,15,17,12,19.83333333,4.453463072,,,,,,,,,,,
,3039,8,8,18,15,5,16,13,19,8,6,21,21,20,8,21,11,9,14,13,7,13,6,20,7,19,14,9,9,17,10,17,6,11,12,5,14,14,16,18,18,,3039,13,12,5,12,13,15,7,14,17,8,16,6,20,20,5,17,11,10,13,20,15,18,17,7,14,9,18,12,17,15,17,13,11,16,11,15,11,12,18,13,13,16.73782051,4.091188154,,,,,,,,,,,
,3040,18,11,19,6,20,20,5,13,21,15,20,18,9,10,18,15,17,15,21,6,10,18,12,13,15,13,15,13,15,14,19,6,12,17,17,8,21,19,21,5,,3040,7,21,6,8,12,6,13,14,6,11,19,13,17,17,19,11,21,21,6,7,12,7,11,10,17,12,18,21,14,18,10,20,20,15,17,19,15,20,17,13,14,24.89679487,4.989668814,,,,,,,,,,,
,3041,18,20,17,21,17,9,9,15,11,7,20,5,17,16,18,12,16,21,7,12,19,21,17,7,20,5,5,9,15,16,10,13,14,19,16,6,8,11,21,9,,3041,20,14,14,12,18,11,18,10,8,15,8,9,10,12,21,11,17,21,16,18,6,6,12,15,9,11,11,21,17,13,9,18,12,10,14,7,14,14,11,6,13,18.64038462,4.317451171,,,,,,,,,,,
,3042,8,12,16,12,14,19,20,5,21,5,10,21,20,17,12,16,10,6,19,20,8,12,13,16,12,13,12,7,9,16,13,19,9,15,17,14,8,10,16,11,,3042,9,21,16,10,9,13,6,12,5,16,15,16,7,16,12,20,10,18,17,11,8,16,14,15,14,17,13,7,16,19,11,17,21,6,12,21,15,16,15,6,13,20.30512821,4.506121193,,,,,,,,,,,
,3043,11,16,14,7,10,8,17,12,11,8,16,15,12,7,20,7,20,6,19,11,7,6,6,21,10,19,8,20,14,12,15,5,11,16,10,15,11,19,11,15,,3043,10,19,19,9,12,18,12,15,16,16,10,16,11,13,12,19,19,20,18,5,16,14,21,5,18,7,9,9,11,15,15,6,9,19,16,13,15,16,8,13,14,19.37435897,4.401631399,,,,,,,,,,,
,3044,15,7,9,13,7,8,10,15,11,14,10,15,17,15,20,9,20,19,17,13,7,7,20,15,9,9,6,14,10,16,14,17,9,20,17,20,6,19,15,9,,3044,7,9,9,10,17,15,12,14,5,6,17,14,19,9,9,21,16,7,10,8,6,18,8,18,18,6,7,8,10,6,8,21,11,14,14,10,13,15,17,5,12,22.43012821,4.73604563,,,,,,,,,,,
,3045,16,17,9,20,18,5,5,6,18,9,19,8,21,19,8,18,5,13,15,11,17,5,12,6,18,21,6,16,12,21,5,11,18,21,21,8,7,7,14,7,,3045,12,7,16,15,13,19,6,14,5,6,18,16,12,9,16,20,21,8,12,17,12,18,7,11,21,17,9,6,9,7,17,9,19,18,18,13,11,20,15,21,14,24.51282051,4.951042366,,,,,,,,,,,
,3046,12,16,19,13,8,17,14,5,7,5,20,18,18,10,12,17,18,20,5,17,15,18,19,19,18,5,16,20,15,7,8,12,18,15,8,8,6,15,14,14,,3046,9,6,11,21,15,9,21,10,14,10,20,20,7,7,8,15,9,6,18,20,7,11,11,14,5,5,7,11,12,7,10,17,6,21,16,21,20,14,10,5,12,28.95128205,5.380639558,,,,,,,,,,,
,3047,17,9,21,15,13,10,10,8,11,21,12,15,9,6,12,12,9,16,19,18,21,17,20,21,20,17,6,5,20,12,15,12,21,13,17,8,9,18,10,19,,3047,20,7,6,14,18,19,7,18,13,21,8,21,15,8,18,9,7,14,5,9,17,15,9,12,7,21,8,20,13,13,11,9,12,11,5,10,16,12,16,14,13,23.65128205,4.863258378,,,,,,,,,,,
,3048,8,5,7,14,6,11,16,8,18,20,9,15,11,12,17,8,21,16,9,17,7,13,17,16,19,8,19,6,8,7,7,9,9,11,20,5,8,5,21,6,,3048,9,10,6,17,5,21,8,17,11,8,9,16,8,10,21,13,9,8,14,12,12,12,14,9,20,12,20,12,19,21,11,5,5,8,11,18,6,14,12,5,12,23.84358974,4.882989837,,,,,,,,,,,
,3049,21,14,12,7,16,20,14,7,21,15,17,18,14,13,7,14,11,13,8,12,8,11,16,15,10,11,13,11,12,6,19,14,13,5,8,19,12,10,14,12,,3049,17,21,9,14,14,20,18,21,16,11,8,12,17,7,10,7,18,18,20,20,19,10,20,18,8,20,9,11,13,11,21,20,13,14,6,6,7,18,11,9,14,25.27948718,5.027871038,,,,,,,,,,,
,3050,18,12,19,8,13,14,9,15,16,21,16,8,14,10,16,20,17,21,18,8,12,9,12,8,9,7,8,11,19,19,8,6,21,6,18,11,13,21,10,5,,3050,18,12,12,8,16,6,19,16,20,17,10,12,17,5,12,15,11,21,12,10,12,17,6,18,8,18,11,20,11,16,14,13,5,8,18,19,15,16,8,12,13,20.13076923,4.486732578,,,,,,,,,,,
,3051,16,12,6,17,5,16,13,16,20,18,6,9,11,13,13,5,14,21,5,9,21,5,16,15,10,15,17,15,18,6,19,14,11,19,8,5,21,11,17,7,,3051,7,21,9,5,10,12,19,16,5,8,20,20,6,9,6,9,18,15,10,6,9,5,10,13,11,11,18,12,11,5,11,11,19,16,9,16,13,14,6,10,12,22.56346154,4.750101213,,,,,,,,,,,
,3052,7,18,18,12,19,6,5,14,13,14,15,15,16,15,8,6,14,10,20,21,17,20,12,16,5,17,5,5,10,19,13,18,16,10,21,10,11,7,15,10,,3052,9,8,7,11,14,5,7,21,6,15,8,12,7,20,6,12,8,18,19,18,17,15,14,10,18,6,20,19,13,21,15,20,7,17,9,16,6,18,11,7,13,27.32051282,5.226902794,,,,,,,,,,,
,3053,18,14,14,18,20,6,21,14,6,9,6,17,15,15,11,13,10,20,5,15,5,12,11,16,12,8,8,18,10,21,7,11,14,17,17,5,5,6,18,13,,3053,12,9,14,19,8,15,7,18,14,5,11,17,14,9,21,8,17,6,20,18,8,17,12,18,7,17,12,8,9,10,12,11,16,14,16,17,21,16,18,21,14,21.38205128,4.624073019,,,,,,,,,,,
,3054,13,17,16,21,21,11,6,15,8,11,21,20,5,16,18,5,16,11,12,13,15,8,9,17,5,5,10,15,5,21,10,14,6,8,15,8,20,18,20,18,,3054,19,18,10,6,12,8,12,6,11,10,14,16,14,21,6,11,18,5,12,7,20,5,19,20,15,21,21,14,5,5,9,13,16,18,16,9,18,14,12,11,13,26.3275641,5.131039281,,,,,,,,,,,
,3055,13,8,11,11,9,14,18,13,15,7,7,16,20,8,12,16,5,16,13,20,6,12,20,11,15,15,11,9,17,11,14,7,10,21,21,9,9,8,18,14,,3055,19,16,10,21,19,17,16,11,12,14,15,5,10,14,7,20,17,21,10,13,13,19,13,20,19,19,21,10,18,21,21,19,18,10,17,10,18,19,13,12,15,19.01987179,4.361177799,,,,,,,,,,,
,3056,5,19,20,18,17,19,11,20,15,20,16,20,20,18,5,6,6,15,19,20,19,18,7,17,8,7,11,18,18,6,6,9,5,8,18,7,17,21,12,21,,3056,13,8,20,15,10,10,15,21,15,12,19,19,10,6,9,16,11,15,19,20,19,19,13,19,5,10,21,10,15,19,6,14,7,20,10,6,14,16,20,9,14,24.31730769,4.931258226,,,,,,,,,,,
,3057,9,18,15,13,8,13,21,16,17,13,9,18,17,5,20,12,12,6,7,13,19,18,10,9,15,8,18,17,11,16,15,16,13,17,9,6,7,21,15,5,,3057,17,15,15,7,19,13,11,18,5,9,12,16,21,12,7,16,8,13,20,20,12,6,10,13,11,11,9,8,20,20,21,12,21,8,20,11,20,17,12,5,14,25.1275641,5.012740179,,,,,,,,,,,
,3058,16,9,17,13,18,20,6,10,17,11,16,6,14,7,15,16,14,6,10,6,12,19,20,12,15,15,10,8,12,12,8,15,20,21,18,12,12,6,9,17,,3058,7,8,19,9,16,19,21,19,13,18,8,15,11,10,13,15,8,14,15,19,18,11,12,9,11,8,12,21,19,19,21,5,15,10,14,5,18,10,11,8,13,22.33589744,4.726086905,,,,,,,,,,,
,3059,13,14,13,20,9,18,12,16,20,5,18,6,18,6,20,18,12,5,17,21,15,6,6,19,20,9,12,12,13,16,20,20,9,10,5,13,8,14,19,14,,3059,19,5,5,13,5,7,20,12,18,6,18,10,15,18,18,6,16,13,15,16,7,18,21,19,8,20,6,10,5,19,10,16,8,10,7,9,19,6,21,10,13,30.65641026,5.536823119,,,,,,,,,,,
,3060,8,21,8,18,12,10,9,20,9,13,7,5,18,18,9,19,8,18,13,10,21,19,7,12,18,6,20,18,12,14,6,11,8,21,6,13,15,18,11,10,,3060,9,20,16,5,7,12,10,12,18,17,9,18,14,19,9,11,21,19,11,12,11,12,6,9,7,9,16,13,16,21,19,17,12,17,12,18,20,6,11,17,13,21.48461538,4.635149985,,,,,,,,,,,
,3061,15,15,8,14,21,19,11,10,10,19,12,14,9,8,5,5,17,5,12,5,15,16,16,5,17,15,20,20,11,14,20,11,9,7,11,5,14,13,11,10,,3061,12,19,10,17,6,14,10,13,9,18,6,16,18,21,9,8,18,12,18,8,20,16,15,17,20,17,18,8,6,8,13,13,6,19,8,5,7,6,6,14,13,25.52820513,5.052544421,,,,,,,,,,,
,3062,9,6,19,11,9,5,21,13,16,17,12,13,5,13,8,16,11,18,13,15,20,9,13,21,17,18,16,21,10,18,16,14,19,8,18,11,11,9,21,21,,3062,13,11,7,19,9,7,6,9,7,20,21,10,5,9,19,8,5,17,7,17,10,21,12,14,15,6,13,17,8,9,10,20,10,12,9,13,21,17,9,14,12,24.64358974,4.964231032,,,,,,,,,,,
,3063,8,17,15,12,9,21,21,14,12,13,5,15,7,20,12,10,18,15,12,12,18,5,17,19,15,9,14,9,15,6,10,17,20,21,12,7,12,9,5,13,,3063,17,8,5,11,13,17,21,19,7,12,19,9,8,10,5,7,9,12,5,5,13,11,21,15,17,11,19,17,16,5,8,17,5,9,20,11,7,10,10,8,12,25.58910256,5.058567244,,,,,,,,,,,
,3064,9,5,21,15,6,6,15,20,21,11,14,16,20,16,12,11,9,6,5,13,18,20,10,20,5,19,5,5,11,16,11,6,9,11,16,20,20,12,16,5,,3064,5,5,16,9,17,18,13,21,15,18,16,10,5,12,8,14,8,20,5,17,6,8,17,13,20,15,15,5,16,7,10,7,20,19,16,9,18,17,16,12,13,25.94615385,5.093736727,,,,,,,,,,,
,3065,11,5,18,8,21,16,6,12,15,14,18,13,6,21,13,18,17,7,19,8,15,10,10,12,10,19,10,9,19,19,12,7,15,15,8,6,8,7,20,8,,3065,14,10,5,18,18,11,16,14,18,11,14,21,13,11,10,7,5,15,6,10,5,21,6,5,17,20,17,9,10,13,11,5,17,14,14,19,13,14,8,5,12,24.19230769,4.918567646,,,,,,,,,,,
,3066,8,16,12,13,11,13,18,15,9,8,16,7,5,21,6,8,8,9,11,13,5,12,19,20,8,18,13,14,12,19,21,15,9,9,13,5,14,16,19,15,,3066,14,10,6,21,16,9,19,7,9,21,7,8,17,6,12,10,18,14,10,8,21,17,11,19,9,10,8,10,10,6,18,12,7,19,13,8,21,19,15,14,13,24.56346154,4.956153906,,,,,,,,,,,
,3067,12,13,11,11,12,10,10,6,6,12,12,19,10,17,9,7,19,21,18,9,13,18,19,13,11,17,13,14,5,16,21,21,11,18,5,5,10,17,13,16,,3067,8,5,11,16,11,7,11,14,13,20,15,11,10,16,16,7,14,19,7,15,11,5,21,5,5,5,9,21,6,8,17,8,21,20,10,15,11,12,9,14,12,24.84551282,4.984527342,,,,,,,,,,,
,3068,18,14,5,11,16,14,8,5,13,15,17,13,16,18,16,13,7,17,6,5,18,8,7,10,19,17,6,15,6,9,9,15,6,18,21,15,8,5,10,21,,3068,9,7,11,6,8,16,5,6,17,13,11,16,11,20,16,5,17,15,14,7,11,12,8,15,5,5,17,19,5,20,12,17,10,14,7,16,8,21,21,10,12,25.40448718,5.040286418,,,,,,,,,,,
,3069,10,16,21,21,9,11,19,14,15,7,11,13,7,8,20,7,19,12,15,13,11,21,17,11,10,8,13,13,17,19,8,15,17,5,15,15,17,20,11,5,,3069,8,10,10,10,10,20,12,11,7,7,6,16,20,5,14,7,11,11,12,16,17,5,7,18,9,11,9,14,18,13,9,16,10,20,13,11,17,5,13,5,12,19.63525641,4.431168741,,,,,,,,,,,
,3070,5,15,11,20,20,8,6,19,18,19,8,13,17,13,13,21,11,10,20,8,12,7,9,21,15,17,13,16,17,12,19,17,15,8,8,13,8,20,12,5,,3070,21,21,15,13,13,6,13,5,17,10,21,21,15,17,8,6,13,5,19,16,14,21,17,20,18,11,20,10,8,16,16,20,7,17,20,7,15,13,6,16,14,27.01987179,5.198064235,,,,,,,,,,,
,3071,13,21,12,13,18,16,14,6,17,15,7,21,15,16,19,10,6,10,6,8,6,17,14,10,21,8,16,11,8,16,9,10,5,6,20,8,7,15,12,10,,3071,5,19,8,19,14,13,13,13,21,21,19,13,13,9,14,19,5,7,21,18,11,5,17,8,18,8,12,5,5,16,6,9,9,9,20,16,16,8,6,21,13,29.84551282,5.463104687,,,,,,,,,,,
,3072,9,9,5,8,16,16,10,6,5,9,7,16,21,15,21,19,8,8,7,13,15,13,10,19,15,18,11,19,6,14,19,15,5,5,19,6,18,11,10,16,,3072,19,8,16,20,15,6,9,11,14,21,21,21,14,21,20,18,7,11,19,13,10,21,19,12,14,5,10,13,15,8,13,16,11,16,9,9,12,7,20,12,14,23.63076923,4.861148962,,,,,,,,,,,
,3073,15,7,12,19,6,18,16,6,14,11,20,18,21,14,15,20,17,15,9,11,12,18,13,17,5,6,9,19,18,9,12,19,9,13,19,10,21,12,5,20,,3073,5,15,5,5,15,16,8,13,7,9,18,16,6,11,15,7,8,7,17,19,10,21,11,9,6,15,5,8,8,13,13,18,19,7,19,14,6,11,9,7,11,23.23012821,4.819764331,,,,,,,,,,,
,3074,17,17,16,13,12,17,20,19,5,14,19,12,6,7,19,13,11,8,6,11,10,21,10,13,18,18,11,15,13,6,13,5,19,13,14,9,11,9,21,9,,3074,20,14,13,17,15,21,18,10,6,9,6,13,14,7,8,6,12,7,15,18,11,18,10,16,14,19,15,17,5,6,19,9,14,16,16,6,7,17,5,12,13,23.17884615,4.814441417,,,,,,,,,,,
,3075,10,5,19,10,10,18,17,10,6,11,9,8,15,10,19,7,12,18,12,21,15,17,16,15,10,9,20,20,14,9,10,11,18,5,15,12,9,18,13,8,,3075,20,21,5,7,15,19,5,15,18,11,19,17,20,20,7,16,16,18,6,12,15,10,17,8,10,6,18,5,21,11,13,7,17,13,8,6,8,6,19,5,13,30.65384615,5.536591565,,,,,,,,,,,
,3076,5,13,13,17,15,6,8,20,16,12,8,5,15,16,8,20,6,16,8,20,14,18,5,8,18,7,6,12,21,12,6,5,11,15,16,9,17,5,10,5,,3076,9,15,17,16,10,12,6,18,13,6,9,20,17,15,15,10,9,18,19,20,10,20,9,5,20,6,7,12,9,21,5,6,6,16,18,17,11,15,15,19,13,26.025,5.101470376,,,,,,,,,,,
,3077,9,5,11,14,14,16,9,21,11,18,15,21,18,15,18,19,15,13,17,12,6,11,18,21,15,12,10,21,19,9,6,10,20,15,17,6,12,8,10,20,,3077,18,16,14,11,16,6,14,11,20,10,14,21,15,11,14,6,21,15,13,17,12,12,14,13,5,10,6,5,10,15,7,12,14,17,20,14,10,10,18,14,13,18.38397436,4.287653713,,,,,,,,,,,
,3078,8,15,20,21,10,13,19,20,7,5,19,19,18,19,14,16,13,15,11,16,12,12,12,10,10,18,16,11,9,9,20,15,11,5,20,15,6,10,8,9,,3078,9,6,9,17,20,21,12,6,8,9,13,6,20,20,21,19,8,21,7,5,7,7,21,11,12,6,19,18,16,16,20,5,6,21,17,12,19,11,6,7,13,35.20769231,5.933607023,,,,,,,,,,,
,3079,12,20,7,19,15,15,15,17,12,13,19,8,12,21,13,17,5,14,21,9,18,19,13,11,14,20,7,7,19,20,9,18,9,17,14,12,17,9,14,8,,3079,5,12,10,13,10,20,12,9,20,17,6,19,20,5,10,20,7,18,7,5,16,12,15,18,11,17,19,18,18,8,6,8,11,11,12,11,15,20,5,15,13,25.81987179,5.081325791,,,,,,,,,,,
,3080,7,15,20,20,9,8,12,16,20,18,17,15,8,7,7,21,17,8,20,12,7,21,6,16,7,14,7,18,9,7,12,9,7,8,19,15,13,6,19,7,,3080,14,15,12,21,21,9,19,8,8,10,19,16,19,17,16,11,8,21,19,19,14,15,12,9,5,8,7,12,19,14,19,9,10,12,13,21,13,18,15,18,14,21.29166667,4.6142894,,,,,,,,,,,
,3081,6,8,11,17,15,14,15,13,6,8,15,21,9,16,19,9,20,10,11,14,15,7,7,11,20,15,11,16,18,10,6,18,20,13,6,13,14,10,13,20,,3081,21,9,10,6,11,7,19,18,17,12,17,14,12,5,5,12,20,10,8,14,21,6,5,7,10,5,10,12,7,6,6,17,6,11,15,17,12,7,21,19,12,27.50705128,5.244716511,,,,,,,,,,,
,3082,13,10,8,19,5,14,11,11,13,8,20,14,13,18,21,16,16,18,6,5,8,9,7,9,13,5,6,19,20,5,21,13,12,9,19,20,19,17,8,16,,3082,14,16,14,15,15,15,7,14,8,9,10,15,11,10,6,21,15,13,18,21,8,13,21,8,9,18,6,7,21,13,5,18,20,17,6,5,13,9,14,9,13,23.91730769,4.890532455,,,,,,,,,,,
,3083,19,12,13,5,17,21,5,6,11,19,8,15,20,15,13,8,11,5,14,8,12,10,12,20,12,6,13,7,18,14,13,19,13,20,17,5,15,8,16,11,,3083,14,5,13,7,8,18,19,19,9,6,17,6,15,13,16,11,11,10,16,13,6,19,5,12,21,12,7,7,17,5,20,8,19,18,19,18,14,9,15,14,13,24.99935897,4.999935897,,,,,,,,,,,
,3084,14,17,20,7,9,18,12,16,17,14,16,14,9,17,21,13,11,10,17,17,8,21,13,19,21,12,14,6,17,14,18,8,17,9,9,11,20,17,15,13,,3084,13,6,9,16,17,7,21,16,18,13,10,18,6,8,13,17,12,18,12,5,10,9,20,17,19,11,10,8,11,17,20,20,16,9,6,19,18,5,8,16,13,24.45128205,4.944823763,,,,,,,,,,,
,3085,21,6,11,7,10,8,11,7,21,5,19,5,15,19,10,9,18,17,20,17,5,14,14,9,14,5,18,11,18,15,17,10,13,5,19,6,19,9,13,9,,3085,11,13,17,21,8,5,5,9,7,8,6,15,12,19,13,18,10,17,8,20,14,16,7,10,19,16,10,13,16,9,13,14,9,17,10,18,11,21,5,13,13,21.89166667,4.678853136,,,,,,,,,,,
,3086,15,13,5,5,7,10,14,5,8,12,14,10,18,20,15,18,17,12,19,16,15,7,17,15,16,17,14,5,14,10,18,16,7,17,16,10,12,15,13,9,,3086,6,6,8,5,17,11,8,14,16,7,9,9,14,9,17,8,16,7,9,11,12,17,6,15,7,15,14,6,14,9,13,8,8,9,19,17,16,11,9,19,11,17.28141026,4.157091562,,,,,,,,,,,
,3087,5,6,17,12,20,15,12,19,8,8,14,10,16,11,15,11,8,11,7,15,11,5,7,11,20,11,21,18,16,18,15,8,11,6,19,21,21,11,13,10,,3087,11,18,5,11,9,12,10,5,5,11,16,7,15,9,18,17,9,17,18,14,15,9,11,12,11,6,21,5,16,11,15,18,7,15,7,11,17,16,11,12,12,19.04551282,4.364116499,,,,,,,,,,,
,3088,8,17,6,17,11,10,7,15,15,14,18,11,7,13,15,11,16,11,5,15,11,19,20,11,14,21,17,17,21,21,11,21,7,19,9,19,10,5,19,18,,3088,15,21,5,9,5,20,16,7,11,11,9,14,21,6,20,20,8,15,8,12,20,13,21,8,14,5,6,9,6,17,15,14,14,14,21,6,5,14,19,15,13,29.53782051,5.434870791,,,,,,,,,,,
,3089,9,5,17,6,18,20,5,15,18,11,14,12,11,16,17,15,21,15,17,13,8,9,14,16,19,8,5,5,17,7,21,17,16,5,21,10,10,10,15,15,,3089,10,12,7,17,21,14,11,20,12,15,19,15,21,8,10,9,7,12,18,13,21,8,9,21,11,5,16,11,6,13,14,15,20,8,18,12,12,17,19,20,14,22.78910256,4.77379331,,,,,,,,,,,
,3090,13,14,15,9,13,19,12,14,5,17,7,7,20,15,16,19,18,5,20,5,6,13,8,10,13,16,5,11,11,9,8,7,7,7,16,18,21,19,16,18,,3090,20,15,5,21,10,8,9,10,19,6,14,19,8,10,20,20,6,6,10,10,13,11,20,11,18,19,12,15,16,21,6,5,19,11,14,12,19,10,15,18,13,26.46089744,5.144015692,,,,,,,,,,,
,3091,21,14,9,21,21,7,15,20,18,10,7,21,10,15,5,14,14,21,13,15,7,19,6,6,17,11,21,18,14,7,18,17,12,13,20,12,15,17,13,9,,3091,14,8,17,19,8,13,21,8,9,8,7,17,20,7,15,14,12,7,14,13,14,6,6,14,20,21,19,11,5,11,19,8,18,17,19,8,11,8,19,13,13,24.66410256,4.966296665,,,,,,,,,,,
,3092,21,20,8,5,21,9,21,8,20,8,8,10,16,5,7,15,7,15,16,9,20,15,8,15,9,14,5,15,7,21,20,6,20,5,5,7,12,13,7,15,,3092,15,20,21,12,11,21,18,11,6,16,11,9,6,10,17,11,5,8,20,13,21,18,20,14,18,19,6,8,11,21,6,16,12,5,16,18,5,8,8,12,13,28.78910256,5.365547741,,,,,,,,,,,
,3093,17,15,13,17,5,16,6,16,14,11,16,18,7,18,21,16,12,7,13,21,17,10,15,14,6,5,21,16,13,5,16,20,7,21,17,7,12,14,16,13,,3093,6,12,14,6,7,13,16,14,17,17,10,18,9,6,21,11,9,19,13,8,12,10,5,17,14,15,10,14,7,10,19,10,13,20,5,19,11,12,21,20,13,22.6025641,4.754215403,,,,,,,,,,,
,3094,18,10,6,11,12,21,12,20,10,20,17,12,19,13,9,5,20,13,21,19,14,5,11,20,21,20,11,11,7,10,6,6,7,11,12,10,18,13,20,6,,3094,15,10,18,12,18,21,19,11,6,18,9,18,17,13,15,13,7,14,16,21,15,20,14,17,12,17,9,15,8,13,14,8,14,6,18,9,21,21,17,17,14,19.06666667,4.366539438,,,,,,,,,,,
,3095,21,12,16,12,9,5,14,18,9,5,18,20,8,14,20,6,20,16,17,7,15,20,12,15,8,9,7,18,10,15,8,9,16,6,17,7,16,7,12,10,,3095,17,7,21,12,7,12,11,11,14,5,15,7,5,17,17,19,10,18,21,9,20,12,21,11,21,7,10,11,11,20,8,10,18,5,6,13,11,12,17,19,13,26.30512821,5.128852523,,,,,,,,,,,
,3096,21,8,6,14,18,6,11,5,20,14,11,18,17,14,7,10,13,7,20,11,19,8,16,11,14,17,16,7,20,10,17,15,20,7,14,10,15,21,7,13,,3096,11,19,5,7,17,8,11,8,18,11,8,9,16,9,13,21,12,16,12,14,14,16,8,9,5,7,15,7,9,5,8,14,13,14,7,20,20,15,21,6,12,22.71538462,4.766065947,,,,,,,,,,,
,3097,18,16,14,12,20,8,5,8,5,10,6,14,13,5,12,7,6,8,10,20,16,20,6,18,16,19,12,13,14,19,11,16,11,12,9,21,8,7,5,14,,3097,17,8,19,20,7,12,19,15,10,13,13,20,16,7,13,14,19,12,11,8,17,13,11,7,16,7,12,10,10,21,11,10,14,7,5,11,19,5,21,12,13,21.4974359,4.636532745,,,,,,,,,,,
,3098,5,7,12,12,16,16,5,14,12,8,20,17,16,19,18,8,7,14,12,20,20,20,15,9,16,8,10,17,13,19,11,21,21,15,9,19,9,21,20,21,,3098,10,8,8,16,17,12,8,18,16,20,6,6,19,6,15,15,12,13,9,10,10,17,13,6,20,18,9,14,15,10,5,7,11,20,10,17,8,5,7,15,12,21.97371795,4.687613246,,,,,,,,,,,
,3099,17,12,20,9,11,10,13,15,10,13,8,7,13,13,11,11,7,13,21,20,19,19,6,8,17,13,10,8,6,5,15,18,20,12,6,19,20,8,13,17,,3099,6,5,17,9,18,14,19,20,15,7,10,9,12,5,21,19,18,13,5,19,15,10,11,18,5,11,8,21,18,7,15,19,16,20,19,7,5,13,15,17,13,28.76858974,5.36363587,,,,,,,,,,,
,3100,13,18,8,21,7,6,16,16,10,20,15,15,11,17,16,19,12,15,13,6,11,9,18,8,17,14,15,9,5,9,7,14,16,10,8,14,5,9,8,7,,3100,13,17,17,19,8,15,10,14,14,7,6,21,8,10,19,17,8,15,15,21,5,18,19,20,14,5,15,16,7,19,20,20,17,20,7,14,12,17,14,9,14,24.45897436,4.945601516,,,,,,,,,,,
,3101,20,19,7,21,10,19,5,10,14,11,20,19,20,17,13,17,19,13,11,17,9,6,11,8,20,17,20,18,18,8,19,17,14,8,11,21,14,15,19,9,,3101,21,13,17,18,20,20,18,16,15,12,16,12,13,19,9,19,13,12,11,7,12,19,7,17,11,19,19,19,14,8,10,6,12,21,17,16,16,18,21,12,15,18.31730769,4.279872392,,,,,,,,,,,
,3102,9,6,9,17,12,5,14,15,9,11,6,5,18,17,21,20,12,18,9,6,6,19,13,20,9,6,5,9,13,14,15,14,10,5,5,16,20,18,17,17,,3102,6,7,8,12,16,7,12,16,17,13,10,5,19,13,12,21,10,20,21,7,5,7,18,20,16,11,19,17,18,21,20,11,10,13,20,20,10,14,20,14,14,26.4,5.138093031,,,,,,,,,,,
,3103,16,14,17,15,7,12,6,18,17,13,13,17,16,7,16,11,18,13,18,12,12,16,11,9,21,16,13,8,9,12,5,11,10,21,19,16,7,10,13,14,,3103,20,14,7,19,11,20,19,18,17,6,8,21,19,6,15,9,14,5,20,19,6,11,17,6,21,15,21,14,9,13,9,10,19,21,12,12,6,13,6,21,14,30.25576923,5.500524451,,,,,,,,,,,
,3104,10,9,10,7,5,17,6,16,10,20,21,20,13,7,6,5,16,8,9,7,13,14,7,5,8,13,18,11,14,16,20,16,9,20,7,15,15,6,17,11,,3104,12,8,11,21,18,6,8,15,18,8,7,18,16,18,6,18,7,13,16,16,6,8,8,12,8,14,6,7,5,15,16,10,18,12,11,12,11,5,18,13,12,21.54807692,4.641990621,,,,,,,,,,,
,3105,19,16,15,19,17,18,7,16,5,5,6,12,7,10,20,16,13,12,12,16,14,12,18,12,16,14,18,12,19,11,18,10,7,16,5,11,14,5,8,10,,3105,5,13,7,11,12,21,7,13,10,5,16,8,10,9,13,10,8,12,21,11,21,20,14,15,17,11,20,10,15,13,21,13,9,19,18,10,8,15,20,12,13,22.27628205,4.719775636,,,,,,,,,,,
,3106,9,14,13,10,6,11,14,6,11,9,17,14,18,18,14,7,5,11,19,5,12,16,9,15,13,13,16,11,14,16,12,15,14,12,9,11,16,8,5,5,,3106,18,15,18,20,20,16,7,20,10,16,5,7,13,9,5,12,14,5,6,6,13,16,21,13,9,17,18,5,5,9,7,17,20,11,15,19,20,12,21,19,13,30.1275641,5.488858178,,,,,,,,,,,
